Year;DOY;Hour ;R (Sunspots);F10.7 index;SW Plasma Speed ;Bz (GSM);Dst index;Kp index;AE index;VTEC_10N;VTEC_40N;VTEC_70N;VTEC_10N (t+24);VTEC_40N (t+24);VTEC_70N (t+24)
2016;164;21;42;97.1;470;2.5;2;20;126;11.4;17.4;8.2;8.5;15.4;8.9
2016;164;22;42;97.1;468;2.8;-2;20;137;9.5;15.9;8;7.2;14.5;8.7
2016;164;23;42;97.1;483;3.2;-3;20;140;7.7;15.1;7.6;8.7;13.9;8.5
2016;165;0;38;93.9;507;1.1;-4;27;298;6.1;13.7;7.8;9.6;12.5;8.7
2016;165;1;38;93.9;528;2.9;-1;27;175;5;12.8;8.1;8.6;11.7;9
2016;165;2;38;93.9;525;-2.4;-1;27;243;4.5;12.3;8.4;8.1;11.3;9.1
2016;165;3;38;93.9;543;3;-3;37;583;4.5;11.3;9.5;7.3;10.6;8.7
2016;165;4;38;93.9;545;2.2;0;37;355;3.3;10.8;9.3;7.2;11.4;8.8
2016;165;5;38;93.9;554;2.7;0;37;131;5.1;13.8;9.5;8.8;14.7;9.2
2016;165;6;38;93.9;556;3.4;-1;13;131;12;17.6;9.3;13.5;16.8;9.5
2016;165;7;38;93.9;562;5.5;0;13;66;17.2;20.7;9.6;17.1;17.8;10.3
2016;165;8;38;93.9;557;3;0;13;56;21.7;21.9;9.9;19.4;17.2;10.9
2016;165;9;38;93.9;547;-0.3;-4;17;94;24.8;20.2;10.3;21.7;17.1;11.7
2016;165;10;38;93.9;533;0.5;-3;17;196;26.9;19.9;10.5;24.6;17.3;11.8
2016;165;11;38;93.9;531;2.1;4;17;209;29.6;20.8;10.9;28.3;18.9;11.9
2016;165;12;38;93.9;530;0.3;7;20;102;29.9;20.6;11;30.2;20.4;11.6
2016;165;13;38;93.9;520;1.6;8;20;106;29;19.8;10.8;32;21.1;11.3
2016;165;14;38;93.9;514;0.3;5;20;98;30.1;20;10.8;33.1;21.5;11.3
2016;165;15;38;93.9;529;1.4;3;10;133;30.3;19.4;10.4;33.1;19.4;11.2
2016;165;16;38;93.9;517;1.1;3;10;56;29.6;18.8;10.2;31.5;18.9;11.1
2016;165;17;38;93.9;518;1.2;2;10;63;28.3;19.7;10;28.9;20.5;10.8
2016;165;18;38;93.9;532;-0.2;0;17;95;25.7;20.9;10;26.6;21.4;10.2
2016;165;19;38;93.9;523;-1.1;-1;17;81;19.6;19.6;9.5;20.8;20.1;10.2
2016;165;20;38;93.9;515;-0.4;-4;17;172;12.5;17.3;9.7;14.6;18.8;9.7
2016;165;21;38;93.9;504;0.1;-3;7;158;8.5;15.4;8.9;10.3;18.8;9.9
2016;165;22;38;93.9;492;1.2;-1;7;60;7.2;14.5;8.7;7.8;17.3;7
2016;165;23;38;93.9;494;1.2;0;7;61;8.7;13.9;8.5;6.3;17.2;6.9
2016;166;0;38;90.4;494;-0.5;-2;27;82;9.6;12.5;8.7;4.4;15.3;7.1
2016;166;1;38;90.4;505;-1.9;-4;27;265;8.6;11.7;9;3.8;13.6;7.5
2016;166;2;38;90.4;474;-0.2;-7;27;372;8.1;11.3;9.1;3.5;11.3;8.1
2016;166;3;38;90.4;460;0.1;-3;17;102;7.3;10.6;8.7;3.2;8.5;8.2
2016;166;4;38;90.4;459;-1.9;-3;17;117;7.2;11.4;8.8;2.8;8;7.9
2016;166;5;38;90.4;453;0.6;-2;17;71;8.8;14.7;9.2;5.7;10.4;8
2016;166;6;38;90.4;452;-1.6;-2;13;56;13.5;16.8;9.5;13.4;13;8.2
2016;166;7;38;90.4;451;1.1;-2;13;42;17.1;17.8;10.3;19.5;13.1;8.7
2016;166;8;38;90.4;453;-1.5;2;13;120;19.4;17.2;10.9;22.3;13.9;9.3
2016;166;9;38;90.4;442;0.1;-3;17;260;21.7;17.1;11.7;25.8;15.3;9.6
2016;166;10;38;90.4;418;0.7;-3;17;157;24.6;17.3;11.8;30.5;16.7;9.8
2016;166;11;38;90.4;417;1.5;2;17;81;28.3;18.9;11.9;33;18.4;10.6
2016;166;12;38;90.4;425;2;12;20;59;30.2;20.4;11.6;32;18.1;11
2016;166;13;38;90.4;438;0.6;14;20;132;32;21.1;11.3;31.6;18.2;11.3
2016;166;14;38;90.4;465;-0.4;12;20;249;33.1;21.5;11.3;32.1;18.8;11.1
2016;166;15;38;90.4;462;1.2;10;27;77;33.1;19.4;11.2;31.5;18;10.9
2016;166;16;38;90.4;485;2;15;27;54;31.5;18.9;11.1;31;17;10.8
2016;166;17;38;90.4;510;0.5;21;27;167;28.9;20.5;10.8;30;16.3;10.9
2016;166;18;38;90.4;527;-5;18;63;342;26.6;21.4;10.2;26.4;15.6;10.8
2016;166;19;38;90.4;536;-7.3;2;63;946;20.8;20.1;10.2;21.4;15.4;10.8
2016;166;20;38;90.4;516;-3.1;-2;63;633;14.6;18.8;9.7;17.3;15.5;11
2016;166;21;38;90.4;503;-4;-17;40;407;10.3;18.8;9.9;14.9;14.6;10.2
2016;166;22;38;90.4;519;-1;-16;40;490;7.8;17.3;7;12.5;13.4;8.8
2016;166;23;38;90.4;590;1.9;-8;40;353;6.3;17.2;6.9;10.4;12.2;9.2
2016;167;0;40;90.1;604;-6.1;-9;43;610;4.4;15.3;7.1;8.7;11;8.9
2016;167;1;40;90.1;620;0.1;-14;43;615;3.8;13.6;7.5;7;10.2;9
2016;167;2;40;90.1;643;0.8;-17;43;427;3.5;11.3;8.1;6.2;9.7;9.3
2016;167;3;40;90.1;656;2.2;-14;20;326;3.2;8.5;8.2;5.6;8.9;10.1
2016;167;4;40;90.1;676;2.2;-15;20;332;2.8;8;7.9;5;10;10.9
2016;167;5;40;90.1;678;4.4;-15;20;295;5.7;10.4;8;7.2;13.9;11.8
2016;167;6;40;90.1;672;4.3;-16;23;98;13.4;13;8.2;14.8;16.6;11.8
2016;167;7;40;90.1;662;2.1;-14;23;69;19.5;13.1;8.7;21.1;18.1;12
2016;167;8;40;90.1;654;3.2;-15;23;92;22.3;13.9;9.3;24.1;19.3;12.1
2016;167;9;40;90.1;642;1.1;-15;30;148;25.8;15.3;9.6;24.3;19.7;12.1
2016;167;10;40;90.1;645;2.4;-14;30;295;30.5;16.7;9.8;27.5;19.9;12.3
2016;167;11;40;90.1;619;2.4;-8;30;336;33;18.4;10.6;30.6;19.6;13
2016;167;12;40;90.1;622;1.8;0;27;364;32;18.1;11;30.7;18.4;12.4
2016;167;13;40;90.1;609;3.7;4;27;215;31.6;18.2;11.3;30.8;19.1;12.6
2016;167;14;40;90.1;605;3.7;5;27;277;32.1;18.8;11.1;33.2;20.6;12.8
2016;167;15;40;90.1;594;4.2;5;23;169;31.5;18;10.9;34.8;20.5;12.1
2016;167;16;40;90.1;571;5.7;1;23;114;31;17;10.8;33.1;19.9;11.7
2016;167;17;40;90.1;545;4.1;-2;23;64;30;16.3;10.9;30.1;20.7;10.9
2016;167;18;40;90.1;537;6;-3;10;49;26.4;15.6;10.8;27;22.8;10.4
2016;167;19;40;90.1;537;6.8;-1;10;53;21.4;15.4;10.8;20.9;22.7;10.1
2016;167;20;40;90.1;536;6.3;-1;10;46;17.3;15.5;11;13.3;21.2;9.8
2016;167;21;40;90.1;532;6.1;-3;7;33;14.9;14.6;10.2;9;18.5;9.6
2016;167;22;40;90.1;541;7.6;-5;7;39;12.5;13.4;8.8;7.7;15.8;8.6
2016;167;23;40;90.1;576;4.7;-8;7;35;10.4;12.2;9.2;7.7;14.2;8.7
2016;168;0;28;91;595;3.8;-6;17;38;8.7;11;8.9;6.9;12.6;8.7
2016;168;1;28;91;599;4.6;-4;17;40;7;10.2;9;5.8;11.3;8.8
2016;168;2;28;91;561;2.7;-4;17;47;6.2;9.7;9.3;5.6;11.1;9.4
2016;168;3;28;91;581;2.2;-3;13;54;5.6;8.9;10.1;5.6;9.9;9.4
2016;168;4;28;91;573;2;-1;13;53;5;10;10.9;5.2;10.5;9.3
2016;168;5;28;91;557;2.5;-2;13;69;7.2;13.9;11.8;6.6;13.5;9.6
2016;168;6;28;91;544;1.1;-4;13;87;14.8;16.6;11.8;12.7;15.3;9.4
2016;168;7;28;91;530;0.3;-7;13;149;21.1;18.1;12;18.3;17.1;10.6
2016;168;8;28;91;533;1.1;-5;13;197;24.1;19.3;12.1;23.2;18.6;11.2
2016;168;9;28;91;528;1;-6;20;129;24.3;19.7;12.1;26.3;20.3;11.1
2016;168;10;28;91;525;-0.9;-6;20;166;27.5;19.9;12.3;29.7;22.7;12.1
2016;168;11;28;91;528;1.4;-4;20;147;30.6;19.6;13;30.4;21.9;12.8
2016;168;12;28;91;540;0.5;1;23;250;30.7;18.4;12.4;30.4;22.7;13
2016;168;13;28;91;530;-0.2;1;23;250;30.8;19.1;12.6;31.9;24.4;12.7
2016;168;14;28;91;520;-1.8;-2;23;147;33.2;20.6;12.8;31.3;23.4;11.5
2016;168;15;28;91;514;1.2;-5;20;194;34.8;20.5;12.1;29.8;20.8;11.5
2016;168;16;28;91;541;3.1;-4;20;109;33.1;19.9;11.7;30.4;20.3;11.1
2016;168;17;28;91;532;0.3;-5;20;69;30.1;20.7;10.9;30.8;23;10.9
2016;168;18;28;91;542;2.2;-6;13;54;27;22.8;10.4;25.7;23.4;9.8
2016;168;19;28;91;538;0.9;-5;13;73;20.9;22.7;10.1;20.2;21.4;9.9
2016;168;20;28;91;535;2.3;-3;13;88;13.3;21.2;9.8;14.6;18.8;9.2
2016;168;21;28;91;543;3.3;2;13;113;9;18.5;9.6;11.4;17;8.1
2016;168;22;28;91;522;3.1;3;13;62;7.7;15.8;8.6;10.4;13.9;7.2
2016;168;23;28;91;507;1.5;1;13;63;7.7;14.2;8.7;9.7;12.7;7.4
2016;169;0;39;89.4;514;2.5;-2;13;48;6.9;12.6;8.7;8.6;12;7.6
2016;169;1;39;89.4;516;3;0;13;42;5.8;11.3;8.8;5.4;11.1;8.3
2016;169;2;39;89.4;503;0.2;1;13;62;5.6;11.1;9.4;3.7;11.3;8.8
2016;169;3;39;89.4;501;-0.2;1;17;103;5.6;9.9;9.4;3.1;10.4;9.4
2016;169;4;39;89.4;497;-0.4;-1;17;157;5.2;10.5;9.3;2.8;10.7;9.1
2016;169;5;39;89.4;518;-3.2;-6;17;422;6.6;13.5;9.6;4.9;13.9;9.3
2016;169;6;39;89.4;536;1.8;-14;17;309;12.7;15.3;9.4;12.7;16.5;9.7
2016;169;7;39;89.4;552;0.5;-10;17;122;18.3;17.1;10.6;19.4;17.4;9.7
2016;169;8;39;89.4;575;-2;-8;17;198;23.2;18.6;11.2;25.1;18.8;10.8
2016;169;9;39;89.4;565;-2;-14;20;477;26.3;20.3;11.1;28.5;19.7;11.8
2016;169;10;39;89.4;564;-0.4;-15;20;394;29.7;22.7;12.1;28.3;21.5;12.5
2016;169;11;39;89.4;599;1;-12;20;391;30.4;21.9;12.8;28.6;22.6;13.2
2016;169;12;39;89.4;615;3.4;-5;27;283;30.4;22.7;13;28.8;23.7;13.1
2016;169;13;39;89.4;594;-0.4;-2;27;115;31.9;24.4;12.7;29.8;24.3;13
2016;169;14;39;89.4;589;-0.6;-2;27;148;31.3;23.4;11.5;29.5;24.1;12
2016;169;15;39;89.4;587;0.1;-3;23;146;29.8;20.8;11.5;28.6;23;10
2016;169;16;39;89.4;591;1.2;-4;23;108;30.4;20.3;11.1;30.4;22.4;9.8
2016;169;17;39;89.4;603;-2;-7;23;331;30.8;23;10.9;30.8;21.8;9.7
2016;169;18;39;89.4;612;1.8;-9;23;301;25.7;23.4;9.8;25.9;20.9;9.7
2016;169;19;39;89.4;598;-0.3;-8;23;188;20.2;21.4;9.9;20.2;19.8;9.1
2016;169;20;39;89.4;585;2.3;-7;23;116;14.6;18.8;9.2;15.8;18.6;9.2
2016;169;21;39;89.4;585;2.5;-4;7;46;11.4;17;8.1;12.6;16.7;8.3
2016;169;22;39;89.4;576;1.3;-3;7;41;10.4;13.9;7.2;10.6;14.6;8.3
2016;169;23;39;89.4;572;0.6;-3;7;74;9.7;12.7;7.4;8.6;12.4;8.7
2016;170;0;47;86.3;562;1.7;-8;17;106;8.6;12;7.6;8.3;10.9;8.9
2016;170;1;47;86.3;579;2.5;-7;17;70;5.4;11.1;8.3;6.4;10.2;9.5
2016;170;2;47;86.3;592;0.5;-5;17;98;3.7;11.3;8.8;6.1;9.9;9.1
2016;170;3;47;86.3;574;-1.4;-10;23;335;3.1;10.4;9.4;6.1;9.2;9.1
2016;170;4;47;86.3;565;0.3;-16;23;337;2.8;10.7;9.1;4.8;10.3;9.1
2016;170;5;47;86.3;574;0.9;-14;23;320;4.9;13.9;9.3;6;14;9.5
2016;170;6;47;86.3;576;-1.3;-10;23;365;12.7;16.5;9.7;12.1;15.8;10
2016;170;7;47;86.3;571;-1.2;-10;23;448;19.4;17.4;9.7;17.2;17.1;10.9
2016;170;8;47;86.3;577;-0.1;-8;23;256;25.1;18.8;10.8;22.9;18.6;11.3
2016;170;9;47;86.3;595;-1.9;-8;23;307;28.5;19.7;11.8;27.4;20.2;11.7
2016;170;10;47;86.3;589;-0.9;-9;23;372;28.3;21.5;12.5;28.9;22;11.6
2016;170;11;47;86.3;590;0.6;-10;23;429;28.6;22.6;13.2;30.5;21.6;12.2
2016;170;12;47;86.3;596;0;-7;23;307;28.8;23.7;13.1;29;21.1;12.6
2016;170;13;47;86.3;580;0.1;-6;23;232;29.8;24.3;13;27.8;22;12.4
2016;170;14;47;86.3;591;-0.6;-8;23;134;29.5;24.1;12;28.5;22.8;12.1
2016;170;15;47;86.3;603;2.1;-9;13;132;28.6;23;10;29.2;21.9;11.7
2016;170;16;47;86.3;604;1.5;-6;13;106;30.4;22.4;9.8;31;20.2;11
2016;170;17;47;86.3;606;2.3;-3;13;59;30.8;21.8;9.7;31.2;19.9;9.9
2016;170;18;47;86.3;604;2.5;-1;17;67;25.9;20.9;9.7;27.1;20.3;10.1
2016;170;19;47;86.3;611;-0.5;-1;17;92;20.2;19.8;9.1;19.1;20.6;9.8
2016;170;20;47;86.3;605;1.2;-3;17;165;15.8;18.6;9.2;14.6;18.3;9.1
2016;170;21;47;86.3;605;1.6;-2;17;104;12.6;16.7;8.3;10.9;15.7;8.5
2016;170;22;47;86.3;627;1.2;-2;17;95;10.6;14.6;8.3;10.3;13.4;8.3
2016;170;23;47;86.3;611;1.1;-5;17;70;8.6;12.4;8.7;8.3;11.4;8.6
2016;171;0;50;87.9;589;0.6;-8;17;104;8.3;10.9;8.9;7.5;10.4;9.4
2016;171;1;50;87.9;574;1.3;-10;17;168;6.4;10.2;9.5;6.6;9.6;9.9
2016;171;2;50;87.9;577;1;-9;17;90;6.1;9.9;9.1;5.3;9.5;10
2016;171;3;50;87.9;581;-0.4;-7;17;144;6.1;9.2;9.1;5;8.5;10.2
2016;171;4;50;87.9;564;-0.1;-6;17;313;4.8;10.3;9.1;4.4;9.7;10.3
2016;171;5;50;87.9;551;0.1;-10;17;255;6;14;9.5;6.3;13.3;10.9
2016;171;6;50;87.9;555;-0.4;-10;20;194;12.1;15.8;10;12.8;15;11.1
2016;171;7;50;87.9;568;0.2;-8;20;189;17.2;17.1;10.9;17.8;16.5;11.5
2016;171;8;50;87.9;567;0.7;-6;20;90;22.9;18.6;11.3;22.5;18.1;12
2016;171;9;50;87.9;539;0.4;-6;7;123;27.4;20.2;11.7;26.3;19.9;12.1
2016;171;10;50;87.9;543;-1.1;-4;7;147;28.9;22;11.6;28.4;20.8;11.7
2016;171;11;50;87.9;533;-0.6;-6;7;208;30.5;21.6;12.2;30.4;21;12
2016;171;12;50;87.9;528;-0.5;-6;10;225;29;21.1;12.6;28.9;20.1;12.4
2016;171;13;50;87.9;528;-0.1;-4;10;110;27.8;22;12.4;28.5;18.9;12.6
2016;171;14;50;87.9;535;-0.2;-2;10;138;28.5;22.8;12.1;29.9;18.5;12.1
2016;171;15;50;87.9;543;0.9;0;13;179;29.2;21.9;11.7;29.3;18.1;10.9
2016;171;16;50;87.9;538;-0.1;2;13;95;31;20.2;11;30.3;18.1;9.8
2016;171;17;50;87.9;527;1.8;0;13;56;31.2;19.9;9.9;28.3;18.7;9.7
2016;171;18;50;87.9;518;0.8;-2;7;45;27.1;20.3;10.1;23.6;19.9;9.8
2016;171;19;50;87.9;495;1.3;-4;7;58;19.1;20.6;9.8;17;20.7;9.6
2016;171;20;50;87.9;493;1.7;-4;7;41;14.6;18.3;9.1;13.2;18.6;9.9
2016;171;21;50;87.9;496;1.5;-3;0;40;10.9;15.7;8.5;9.5;15.1;9.4
2016;171;22;50;87.9;488;2.4;-1;0;34;10.3;13.4;8.3;9.1;12.9;9.2
2016;171;23;50;87.9;479;2.3;1;0;41;8.3;11.4;8.6;8.4;11.1;9.8
2016;172;0;36;87.1;476;1.6;5;10;38;7.5;10.4;9.4;7.5;9.6;9.7
2016;172;1;36;87.1;459;0.8;7;10;51;6.6;9.6;9.9;6.8;8.5;10.1
2016;172;2;36;87.1;454;-0.2;7;10;85;5.3;9.5;10;5.5;8.7;10.4
2016;172;3;36;87.1;452;0.8;4;10;71;5;8.5;10.2;4.6;8.1;10.2
2016;172;4;36;87.1;477;0.8;5;10;56;4.4;9.7;10.3;3.8;9.2;10.1
2016;172;5;36;87.1;483;1.3;3;10;39;6.3;13.3;10.9;5.1;13;10.3
2016;172;6;36;87.1;470;-0.1;1;13;81;12.8;15;11.1;11;15.5;10.7
2016;172;7;36;87.1;475;1.3;0;13;78;17.8;16.5;11.5;15.8;16.7;11.6
2016;172;8;36;87.1;467;1.7;-1;13;96;22.5;18.1;12;20.8;17.4;12
2016;172;9;36;87.1;476;2.1;-1;3;63;26.3;19.9;12.1;25.1;17.6;11.6
2016;172;10;36;87.1;479;1.9;0;3;49;28.4;20.8;11.7;27;18;11.4
2016;172;11;36;87.1;461;1.6;0;3;49;30.4;21;12;27.8;18.3;11.4
2016;172;12;36;87.1;458;1.6;1;7;39;28.9;20.1;12.4;26.8;19.1;11.8
2016;172;13;36;87.1;458;0.9;1;7;54;28.5;18.9;12.6;27;19.7;12
2016;172;14;36;87.1;457;2.5;1;7;43;29.9;18.5;12.1;26.9;19.4;11.5
2016;172;15;36;87.1;451;2.3;3;7;36;29.3;18.1;10.9;25.5;17.7;10.6
2016;172;16;36;87.1;433;1.9;2;7;24;30.3;18.1;9.8;26.6;17.6;9.7
2016;172;17;36;87.1;429;0.6;3;7;25;28.3;18.7;9.7;26.8;18;9.5
2016;172;18;36;87.1;425;0.5;3;10;65;23.6;19.9;9.8;23.9;18.5;9.6
2016;172;19;36;87.1;444;3.2;4;10;38;17;20.7;9.6;18.2;18.6;9.8
2016;172;20;36;87.1;437;0.1;4;10;51;13.2;18.6;9.9;12.1;17.2;9.7
2016;172;21;36;87.1;428;0.7;1;10;75;9.5;15.1;9.4;9.2;14.5;9.4
2016;172;22;36;87.1;428;3.2;-1;10;36;9.1;12.9;9.2;7.7;12.1;9.8
2016;172;23;36;87.1;424;2.7;-3;10;36;8.4;11.1;9.8;6.7;10.1;9.8
2016;173;0;24;82.9;432;1.8;-4;7;31;7.5;9.6;9.7;5.9;8.9;10.1
2016;173;1;24;82.9;436;0.4;-3;7;41;6.8;8.5;10.1;5.9;8.3;10
2016;173;2;24;82.9;427;1.8;-2;7;30;5.5;8.7;10.4;5.6;8.1;10
2016;173;3;24;82.9;431;2;-1;7;36;4.6;8.1;10.2;4.9;7.4;10.2
2016;173;4;24;82.9;420;2.3;2;7;38;3.8;9.2;10.1;4.2;8.6;10.4
2016;173;5;24;82.9;420;1.6;2;7;29;5.1;13;10.3;6.1;12.8;10.6
2016;173;6;24;82.9;413;1.4;1;3;30;11;15.5;10.7;12.1;14.7;10.9
2016;173;7;24;82.9;423;1;-1;3;37;15.8;16.7;11.6;16.4;15.3;11.5
2016;173;8;24;82.9;436;1.2;-3;3;49;20.8;17.4;12;20.4;15.8;11.6
2016;173;9;24;82.9;404;0.5;0;7;50;25.1;17.6;11.6;23.9;15.9;11
2016;173;10;24;82.9;397;-0.3;1;7;54;27;18;11.4;25.8;17;11.2
2016;173;11;24;82.9;392;0.6;-1;7;55;27.8;18.3;11.4;25.5;17.1;11.6
2016;173;12;24;82.9;390;0;-2;10;66;26.8;19.1;11.8;23.9;17.7;11.8
2016;173;13;24;82.9;394;-0.1;-3;10;50;27;19.7;12;24.4;18.1;12.2
2016;173;14;24;82.9;384;0.3;0;10;81;26.9;19.4;11.5;26.3;18;12.1
2016;173;15;24;82.9;379;-0.1;1;7;89;25.5;17.7;10.6;27.6;17.2;11.2
2016;173;16;24;82.9;379;-0.7;2;7;54;26.6;17.6;9.7;26.3;17.1;10.2
2016;173;17;24;82.9;380;-0.5;3;7;79;26.8;18;9.5;22.4;17.4;10.5
2016;173;18;24;82.9;376;-0.6;4;7;89;23.9;18.5;9.6;17.3;18;10.9
2016;173;19;24;82.9;375;-0.1;4;7;77;18.2;18.6;9.8;12.7;20.1;11.3
2016;173;20;24;82.9;378;0.2;5;7;58;12.1;17.2;9.7;9.6;19.8;11.2
2016;173;21;24;82.9;375;0.9;3;3;40;9.2;14.5;9.4;7.4;17.4;10
2016;173;22;24;82.9;367;-0.1;3;3;40;7.7;12.1;9.8;6.7;14.4;9.4
2016;173;23;24;82.9;367;-0.3;2;3;38;6.7;10.1;9.8;5.7;11;8.5
2016;174;0;23;80.9;366;-0.6;1;7;35;5.9;8.9;10.1;4.9;9.5;8.6
2016;174;1;23;80.9;361;-1;1;7;40;5.9;8.3;10;4.6;8.7;9
2016;174;2;23;80.9;355;-0.9;-2;7;45;5.6;8.1;10;4.5;8.4;9.4
2016;174;3;23;80.9;353;0;-1;10;38;4.9;7.4;10.2;4.5;7.3;9.5
2016;174;4;23;80.9;351;0.4;2;10;38;4.2;8.6;10.4;3.7;8.2;9.6
2016;174;5;23;80.9;354;-1.1;7;10;47;6.1;12.8;10.6;5.6;11.8;10.1
2016;174;6;23;80.9;342;-0.7;5;7;74;12.1;14.7;10.9;11.3;14.4;9.6
2016;174;7;23;80.9;342;-0.1;5;7;75;16.4;15.3;11.5;16;16.3;9.7
2016;174;8;23;80.9;338;-0.7;7;7;71;20.4;15.8;11.6;20.1;15.9;10.4
2016;174;9;23;80.9;345;-0.5;11;13;100;23.9;15.9;11;21.9;15;10.6
2016;174;10;23;80.9;347;2.3;14;13;170;25.8;17;11.2;24.1;14.6;10.8
2016;174;11;23;80.9;350;-2.8;14;13;136;25.5;17.1;11.6;26.5;14.7;10.9
2016;174;12;23;80.9;352;-0.4;13;17;212;23.9;17.7;11.8;28.3;14.7;10.6
2016;174;13;23;80.9;350;0.1;12;17;251;24.4;18.1;12.2;29.1;16;10.3
2016;174;14;23;80.9;346;1.2;11;17;191;26.3;18;12.1;28.9;16.5;10.2
2016;174;15;23;80.9;351;-2;12;33;136;27.6;17.2;11.2;28.1;15.9;10.2
2016;174;16;23;80.9;363;-2.4;13;33;309;26.3;17.1;10.2;30;16.5;10
2016;174;17;23;80.9;361;-3.9;12;33;519;22.4;17.4;10.5;28.5;16.1;9.1
2016;174;18;23;80.9;369;-2.9;7;47;425;17.3;18;10.9;22.8;16.1;9
2016;174;19;23;80.9;367;0.6;-2;47;295;12.7;20.1;11.3;16.6;17.1;9.4
2016;174;20;23;80.9;374;1.4;5;47;330;9.6;19.8;11.2;13.2;16.5;9.2
2016;174;21;23;80.9;379;5.8;-10;33;172;7.4;17.4;10;11.1;15;8.7
2016;174;22;23;80.9;379;5.3;-7;33;84;6.7;14.4;9.4;9.6;14;7.9
2016;174;23;23;80.9;391;6.6;-10;33;50;5.7;11;8.5;8.1;12.7;9.9
2016;175;0;12;80;402;1.1;-7;17;73;4.9;9.5;8.6;6.8;11.1;9.3
2016;175;1;12;80;411;1.8;-8;17;41;4.6;8.7;9;5.9;10.3;8.9
2016;175;2;12;80;421;-3.5;-3;17;124;4.5;8.4;9.4;4.9;9.7;8.6
2016;175;3;12;80;423;-3.6;-5;30;434;4.5;7.3;9.5;3.9;8.8;9.1
2016;175;4;12;80;390;2.9;-5;30;445;3.7;8.2;9.6;4;10.2;8.7
2016;175;5;12;80;368;4.6;2;30;91;5.6;11.8;10.1;5.8;11.9;8.1
2016;175;6;12;80;367;3.3;7;7;34;11.3;14.4;9.6;10.4;11.2;8
2016;175;7;12;80;373;3.6;13;7;39;16;16.3;9.7;14.7;13.3;8.2
2016;175;8;12;80;363;3.9;9;7;50;20.1;15.9;10.4;18.4;15.2;9.4
2016;175;9;12;80;370;5.8;9;7;48;21.9;15;10.6;20.6;15.8;9.8
2016;175;10;12;80;363;3.5;10;7;48;24.1;14.6;10.8;24.3;18.1;10.8
2016;175;11;12;80;346;3.8;9;7;46;26.5;14.7;10.9;27.1;20.5;10.9
2016;175;12;12;80;347;4.4;9;10;41;28.3;14.7;10.6;29.5;19.4;10.6
2016;175;13;12;80;347;5.2;5;10;48;29.1;16;10.3;30.7;17.7;10.2
2016;175;14;12;80;352;0.4;4;10;67;28.9;16.5;10.2;29.7;17.3;9.5
2016;175;15;12;80;382;-6.6;5;33;85;28.1;15.9;10.2;29;16.8;9.3
2016;175;16;12;80;394;-5.9;3;33;172;30;16.5;10;28.6;16.4;8.9
2016;175;17;12;80;453;3;-2;33;382;28.5;16.1;9.1;25.8;17.2;8.4
2016;175;18;12;80;455;2.8;-3;27;245;22.8;16.1;9;24.1;17.7;8.2
2016;175;19;12;80;443;1.1;0;27;168;16.6;17.1;9.4;19.8;18.2;8.3
2016;175;20;12;80;443;3.5;1;27;109;13.2;16.5;9.2;13.4;17.4;8
2016;175;21;12;80;438;-1.8;2;37;91;11.1;15;8.7;8.2;16.5;7.3
2016;175;22;12;80;462;-3.5;1;37;304;9.6;14;7.9;6.6;15.7;7.1
2016;175;23;12;80;495;-4.9;-6;37;721;8.1;12.7;9.9;5.6;13.9;6.8
2016;176;0;12;78.2;510;-5.6;-18;33;762;6.8;11.1;9.3;5.2;11.7;7.6
2016;176;1;12;78.2;509;-4;-26;33;770;5.9;10.3;8.9;4.5;9.7;7.8
2016;176;2;12;78.2;522;-3.6;-30;33;715;4.9;9.7;8.6;4.1;8.5;8.3
2016;176;3;12;78.2;513;-2.2;-27;37;647;3.9;8.8;9.1;3.6;7.8;8.1
2016;176;4;12;78.2;503;-1.5;-16;37;508;4;10.2;8.7;3.4;9;8
2016;176;5;12;78.2;498;-2.5;-18;37;382;5.8;11.9;8.1;4.7;11.1;8
2016;176;6;12;78.2;500;-1.8;-26;30;644;10.4;11.2;8;9.3;12.3;8.3
2016;176;7;12;78.2;496;2.5;-26;30;382;14.7;13.3;8.2;13.4;14;9.2
2016;176;8;12;78.2;503;-1.5;-20;30;250;18.4;15.2;9.4;17.2;14.7;10
2016;176;9;12;78.2;484;1.7;-18;17;190;20.6;15.8;9.8;20.5;16;11
2016;176;10;12;78.2;490;3.5;-14;17;240;24.3;18.1;10.8;24.1;16.5;11.4
2016;176;11;12;78.2;482;3.8;-8;17;139;27.1;20.5;10.9;25.2;16.9;11.1
2016;176;12;12;78.2;477;1.6;-8;23;102;29.5;19.4;10.6;23.8;17;10.3
2016;176;13;12;78.2;473;0;-10;23;164;30.7;17.7;10.2;23.8;17.7;9.9
2016;176;14;12;78.2;507;0.3;-13;23;300;29.7;17.3;9.5;25.7;17.3;9.7
2016;176;15;12;78.2;524;0.4;-14;23;226;29;16.8;9.3;26.3;16.4;9.4
2016;176;16;12;78.2;518;-2.4;-15;23;331;28.6;16.4;8.9;25.7;17.7;8.9
2016;176;17;12;78.2;525;1.3;-18;23;296;25.8;17.2;8.4;23.2;18.6;9.1
2016;176;18;12;78.2;528;1.1;-19;17;193;24.1;17.7;8.2;19.6;19.2;9
2016;176;19;12;78.2;518;-1.3;-19;17;130;19.8;18.2;8.3;15.8;18.7;8.5
