Year;DOY;Hour ;R (Sunspots);F10.7 index;SW Plasma Speed ;Bz (GSM);Dst index;Kp index;AE index;VTEC_10N;VTEC_40N;VTEC_70N;VTEC_10N (t+24);VTEC_40N (t+24);VTEC_70N (t+24)
2015;1;0;104;132.9;568;1.1;-14;23;42;12.3;8.2;5.1;17.6;8.4;6.8
2015;1;1;104;132.9;585;0.3;-13;23;43;9.4;7.1;4.9;14.6;8.4;6.8
2015;1;2;104;132.9;579;-0.7;-15;23;105;9.3;8.3;4.5;9.8;8.8;6.9
2015;1;3;104;132.9;560;0.5;-13;10;76;8.5;9.2;4.9;7.9;9.1;7.7
2015;1;4;104;132.9;554;-0.1;-12;10;81;7.3;8.6;5.6;8.1;9;7.8
2015;1;5;104;132.9;566;0;-13;10;87;6.7;8.2;5.8;8.6;9.2;7.5
2015;1;6;104;132.9;560;-0.2;-13;10;63;13;8.1;5.4;15.3;9.9;5.3
2015;1;7;104;132.9;556;-0.5;-9;10;71;22.6;13.5;4.2;25.4;13.9;2.9
2015;1;8;104;132.9;531;-1.3;-8;10;98;31.3;18;3.2;34.1;21.2;3.7
2015;1;9;104;132.9;518;-0.5;-7;10;168;39.2;20;4.6;40.8;22.7;7
2015;1;10;104;132.9;502;0.4;-3;10;75;45.6;23.5;7.2;47.5;22.7;9.4
2015;1;11;104;132.9;480;-0.4;-1;10;37;51;24.2;11;52.7;21.5;13.1
2015;1;12;104;132.9;481;-0.4;3;13;63;54.9;23.2;11.2;50.5;24.4;14.2
2015;1;13;104;132.9;462;0.3;8;13;78;56.5;21.2;9.1;53.6;25;10.7
2015;1;14;104;132.9;464;0;9;13;80;57.8;19.2;6.5;59.6;23.2;6.1
2015;1;15;104;132.9;454;-0.6;7;13;63;56;18.6;4;58.6;21.6;6.4
2015;1;16;104;132.9;455;-0.4;3;13;48;47.9;15.4;2.7;50.6;19.3;5.2
2015;1;17;104;132.9;451;-0.8;1;13;188;42.2;10.9;2.8;43.7;15.4;5.1
2015;1;18;104;132.9;446;-1.3;1;17;114;33.8;9.3;4.1;34;11.2;8.9
2015;1;19;104;132.9;440;-1;-2;17;93;24.1;8.3;5.6;21.4;9.8;10.6
2015;1;20;104;132.9;433;-0.4;-5;17;109;19.4;8.5;7;16.8;10;11.3
2015;1;21;104;132.9;436;-2.7;-7;23;52;17.5;8.1;8;17.9;9.1;15.3
2015;1;22;104;132.9;442;-3.3;-7;23;197;17.1;8.3;8.3;21.2;9.7;17
2015;1;23;104;132.9;439;-3.4;-14;23;352;18.4;8.6;7.9;23.6;10.1;12
2015;2;0;122;141;433;-2.1;-22;30;175;17.6;8.4;6.8;19.3;10.7;10.1
2015;2;1;122;141;432;-1.7;-21;30;115;14.6;8.4;6.8;15.4;10.9;10
2015;2;2;122;141;433;-2.4;-16;30;155;9.8;8.8;6.9;12.7;10.8;11.1
2015;2;3;122;141;433;-2.3;-7;10;79;7.9;9.1;7.7;11.1;9.7;10.7
2015;2;4;122;141;430;-1.7;-3;10;48;8.1;9;7.8;11.2;8.5;10
2015;2;5;122;141;414;-1.1;-4;10;49;8.6;9.2;7.5;10.8;9.3;8.1
2015;2;6;122;141;415;-1.1;-4;13;73;15.3;9.9;5.3;16.8;10.5;7.2
2015;2;7;122;141;431;-1.8;1;13;117;25.4;13.9;2.9;28.6;15.9;7.2
2015;2;8;122;141;435;1.8;-1;13;157;34.1;21.2;3.7;39;24.4;7.7
2015;2;9;122;141;456;2;3;17;84;40.8;22.7;7;48.2;27.7;9.1
2015;2;10;122;141;465;0.6;10;17;96;47.5;22.7;9.4;54.5;31.9;10.7
2015;2;11;122;141;445;0.6;8;17;146;52.7;21.5;13.1;58.6;33.4;13
2015;2;12;122;141;433;-2.7;8;23;391;50.5;24.4;14.2;58.1;30.9;14
2015;2;13;122;141;432;-5.1;4;23;516;53.6;25;10.7;62.8;30.7;12
2015;2;14;122;141;417;1.4;-5;23;237;59.6;23.2;6.1;65.4;29.4;9.8
2015;2;15;122;141;420;3.3;-2;23;83;58.6;21.6;6.4;60.9;26;8.4
2015;2;16;122;141;425;0.4;0;23;81;50.6;19.3;5.2;54.9;19.6;7.1
2015;2;17;122;141;412;-5.2;-2;23;168;43.7;15.4;5.1;47.9;14.3;5.9
2015;2;18;122;141;396;-7.2;-17;30;550;34;11.2;8.9;37.1;12.2;5.2
2015;2;19;122;141;386;-7.6;-30;30;721;21.4;9.8;10.6;29.3;10;4.7
2015;2;20;122;141;382;-6.7;-42;30;677;16.8;10;11.3;26.8;9.8;5.4
2015;2;21;122;141;383;-4.2;-42;40;537;17.9;9.1;15.3;26.8;9.3;5.4
2015;2;22;122;141;381;-2.6;-37;40;302;21.2;9.7;17;25.1;9.7;4.9
2015;2;23;122;141;378;-3.7;-31;40;478;23.6;10.1;12;23.3;10.1;5.2
2015;3;0;102;143.8;379;-4.7;-32;47;354;19.3;10.7;10.1;21.7;10.1;4.9
2015;3;1;102;143.8;382;-2.2;-36;47;442;15.4;10.9;10;20.7;9.8;5.2
2015;3;2;102;143.8;429;4.5;-28;47;310;12.7;10.8;11.1;14.6;9.9;5.4
2015;3;3;102;143.8;432;3.7;-20;30;86;11.1;9.7;10.7;8.7;9.9;5
2015;3;4;102;143.8;431;1.8;-9;30;78;11.2;8.5;10;6.8;9.7;5.1
2015;3;5;102;143.8;438;-4;-18;30;154;10.8;9.3;8.1;6.8;10;5.7
2015;3;6;102;143.8;450;2.6;-29;23;235;16.8;10.5;7.2;13.4;10.7;6.2
2015;3;7;102;143.8;454;5.4;-27;23;249;28.6;15.9;7.2;24.3;14.6;5.1
2015;3;8;102;143.8;476;3.4;-23;23;115;39;24.4;7.7;34.5;19.7;6
2015;3;9;102;143.8;468;2.7;-25;30;40;48.2;27.7;9.1;43.5;25;8.4
2015;3;10;102;143.8;480;-2.8;-23;30;85;54.5;31.9;10.7;52.8;28.6;10.3
2015;3;11;102;143.8;448;4.3;-25;30;311;58.6;33.4;13;58.3;27.9;13.3
2015;3;12;102;143.8;441;-1.2;-20;27;237;58.1;30.9;14;60;31;13.7
2015;3;13;102;143.8;443;0.8;-17;27;132;62.8;30.7;12;63.2;30.4;10.1
2015;3;14;102;143.8;456;1.8;-13;27;71;65.4;29.4;9.8;68.1;26.7;8.5
2015;3;15;102;143.8;459;1.9;-12;10;43;60.9;26;8.4;65.6;25.8;6
2015;3;16;102;143.8;459;1.7;-14;10;77;54.9;19.6;7.1;58.1;22.6;6.4
2015;3;17;102;143.8;455;1.6;-15;10;69;47.9;14.3;5.9;51.3;16.4;6.4
2015;3;18;102;143.8;459;1.6;-16;13;71;37.1;12.2;5.2;38.3;11.9;12.6
2015;3;19;102;143.8;462;2.7;-15;13;45;29.3;10;4.7;33.6;10.6;11.3
2015;3;20;102;143.8;459;3.3;-12;13;30;26.8;9.8;5.4;39.8;12.2;10.3
2015;3;21;102;143.8;463;1.8;-12;0;30;26.8;9.3;5.4;35.4;11.8;11.6
2015;3;22;102;143.8;456;0.7;-13;0;28;25.1;9.7;4.9;31.7;12.3;12.2
2015;3;23;102;143.8;450;0.2;-15;0;28;23.3;10.1;5.2;24.7;12;11
2015;4;0;105;144.8;448;-0.4;-16;7;30;21.7;10.1;4.9;16.7;11;9.1
2015;4;1;105;144.8;440;-0.2;-17;7;33;20.7;9.8;5.2;13.5;9.8;4.5
2015;4;2;105;144.8;435;-0.1;-14;7;46;14.6;9.9;5.4;13.1;10.5;4.9
2015;4;3;105;144.8;430;-0.1;-9;10;40;8.7;9.9;5;12.4;9.3;6.7
2015;4;4;105;144.8;425;-1;-8;10;50;6.8;9.7;5.1;11.6;8;7
2015;4;5;105;144.8;433;-2.6;-12;10;79;6.8;10;5.7;12.1;8.2;7.5
2015;4;6;105;144.8;428;-2.9;-19;20;160;13.4;10.7;6.2;18.9;8;7.2
2015;4;7;105;144.8;391;-4.2;-25;20;293;24.3;14.6;5.1;32.2;12.7;6.4
2015;4;8;105;144.8;397;-3;-28;20;391;34.5;19.7;6;41.7;19.1;5.6
2015;4;9;105;144.8;406;-2.5;-27;33;357;43.5;25;8.4;50.5;23.4;7.6
2015;4;10;105;144.8;400;-5.2;-20;33;356;52.8;28.6;10.3;57.9;26.6;9
2015;4;11;105;144.8;401;-7.1;-27;33;562;58.3;27.9;13.3;56.8;24.6;11.7
2015;4;12;105;144.8;409;-7.3;-41;37;642;60;31;13.7;55.8;24.4;12.5
2015;4;13;105;144.8;416;-6.3;-51;37;797;63.2;30.4;10.1;59.3;25.3;11.7
2015;4;14;105;144.8;401;-8.8;-56;37;635;68.1;26.7;8.5;63.4;24.8;8.9
2015;4;15;105;144.8;400;-8.4;-55;50;712;65.6;25.8;6;62.3;21.9;5
2015;4;16;105;144.8;397;-7.5;-62;50;866;58.1;22.6;6.4;53.8;18.4;4.6
2015;4;17;105;144.8;391;-6;-51;50;854;51.3;16.4;6.4;47.8;15.5;5.3
2015;4;18;105;144.8;388;-6.3;-56;33;673;38.3;11.9;12.6;38.8;12.8;7.2
2015;4;19;105;144.8;401;-6.3;-58;33;757;33.6;10.6;11.3;28.8;10;11.2
2015;4;20;105;144.8;410;-6.4;-61;33;835;39.8;12.2;10.3;24.3;9.6;11
2015;4;21;105;144.8;395;-3.9;-71;40;589;35.4;11.8;11.6;23.4;9.6;8.7
2015;4;22;105;144.8;388;-3.4;-61;40;278;31.7;12.3;12.2;25.5;9.6;12.9
2015;4;23;105;144.8;421;-6.1;-52;40;491;24.7;12;11;25.2;9.7;11.8
2015;5;0;88;137.2;398;-1.5;-62;53;412;16.7;11;9.1;23.2;9.1;7.4
2015;5;1;88;137.2;453;0.3;-45;53;631;13.5;9.8;4.5;20.4;8.7;7.9
2015;5;2;88;137.2;471;3.7;-37;53;242;13.1;10.5;4.9;17.3;9.2;7.5
2015;5;3;88;137.2;477;4.7;-31;30;76;12.4;9.3;6.7;15.4;9;6.5
2015;5;4;88;137.2;471;-4.2;-33;30;181;11.6;8;7;12;7.9;6.2
2015;5;5;88;137.2;468;-0.6;-44;30;237;12.1;8.2;7.5;7.9;7.5;6.9
2015;5;6;88;137.2;499;3.1;-47;23;252;18.9;8;7.2;15.7;8.3;6.2
2015;5;7;88;137.2;513;1.6;-40;23;164;32.2;12.7;6.4;29.2;14.7;6
2015;5;8;88;137.2;485;0.8;-40;23;137;41.7;19.1;5.6;38.8;23.8;6.4
2015;5;9;88;137.2;488;4.2;-36;17;167;50.5;23.4;7.6;48.1;27;11.2
2015;5;10;88;137.2;515;4.1;-31;17;139;57.9;26.6;9;55.8;22.6;16.6
2015;5;11;88;137.2;481;2.9;-29;17;173;56.8;24.6;11.7;61.3;24.6;19.9
2015;5;12;88;137.2;487;-1.3;-30;20;216;55.8;24.4;12.5;61.4;26.7;19.3
2015;5;13;88;137.2;507;1;-30;20;150;59.3;25.3;11.7;63.8;29.3;14.2
2015;5;14;88;137.2;527;1.6;-26;20;266;63.4;24.8;8.9;63.2;24;11.4
2015;5;15;88;137.2;518;5;-24;17;88;62.3;21.9;5;59.4;19.8;7.8
2015;5;16;88;137.2;493;0.7;-22;17;96;53.8;18.4;4.6;55.7;19.7;6.1
2015;5;17;88;137.2;494;-0.9;-23;17;129;47.8;15.5;5.3;51.8;17.8;11.1
2015;5;18;88;137.2;516;0.4;-25;23;263;38.8;12.8;7.2;45.5;15.3;11.9
2015;5;19;88;137.2;516;-4.8;-28;23;359;28.8;10;11.2;41.8;12.1;8.6
2015;5;20;88;137.2;522;-4;-32;23;466;24.3;9.6;11;39.7;10.9;7.2
2015;5;21;88;137.2;530;-3.8;-39;30;414;23.4;9.6;8.7;33;10.2;7.2
2015;5;22;88;137.2;521;-3.4;-37;30;404;25.5;9.6;12.9;30.3;9.6;6.5
2015;5;23;88;137.2;496;-2.4;-37;30;198;25.2;9.7;11.8;29.6;9.7;5.8
2015;6;0;89;137.2;484;0.1;-39;20;143;23.2;9.1;7.4;19.9;9.2;6
2015;6;1;89;137.2;487;1.7;-34;20;63;20.4;8.7;7.9;14;9.5;6.9
2015;6;2;89;137.2;458;0.8;-32;20;45;17.3;9.2;7.5;11.1;10.3;7.5
2015;6;3;89;137.2;455;0.5;-28;30;51;15.4;9;6.5;8.9;9.7;7.4
2015;6;4;89;137.2;460;-1.6;-24;30;172;12;7.9;6.2;9;10.5;7.2
2015;6;5;89;137.2;476;-1.5;-30;30;157;7.9;7.5;6.9;8.5;11.1;6.5
2015;6;6;89;137.2;493;0.2;-31;33;192;15.7;8.3;6.2;17.1;10.9;6.1
2015;6;7;89;137.2;496;-2.1;-29;33;151;29.2;14.7;6;30.5;15.3;6
2015;6;8;89;137.2;519;-6.6;-33;33;320;38.8;23.8;6.4;40.2;21.6;6.5
2015;6;9;89;137.2;512;-2.4;-42;37;648;48.1;27;11.2;47.7;30.8;16.6
2015;6;10;89;137.2;513;0.8;-38;37;290;55.8;22.6;16.6;55;39.5;30
2015;6;11;89;137.2;507;6.4;-30;37;180;61.3;24.6;19.9;64.8;41.4;18.2
2015;6;12;89;137.2;500;7.4;-28;20;71;61.4;26.7;19.3;65.5;47.9;6.8
2015;6;13;89;137.2;516;3.2;-23;20;99;63.8;29.3;14.2;70.2;58.9;8.7
2015;6;14;89;137.2;507;1.3;-21;20;86;63.2;24;11.4;66.7;46.5;12.8
2015;6;15;89;137.2;512;-0.1;-22;30;107;59.4;19.8;7.8;58;28.5;12.8
2015;6;16;89;137.2;496;-3.1;-26;30;342;55.7;19.7;6.1;54.3;17.7;11.9
2015;6;17;89;137.2;499;3.4;-24;30;323;51.8;17.8;11.1;52.2;15.2;10.8
2015;6;18;89;137.2;484;11.5;-25;27;123;45.5;15.3;11.9;48.7;15.7;10.1
2015;6;19;89;137.2;481;11;-13;27;69;41.8;12.1;8.6;45.4;15.3;9.3
2015;6;20;89;137.2;486;9;-14;27;59;39.7;10.9;7.2;37.7;15.2;10
2015;6;21;89;137.2;484;10.6;-20;10;26;33;10.2;7.2;29.8;13.6;10.5
2015;6;22;89;137.2;467;10.4;-20;10;32;30.3;9.6;6.5;25.5;10.6;10.8
2015;6;23;89;137.2;457;9.1;-13;10;41;29.6;9.7;5.8;22.8;9.8;12.6
2015;7;0;103;142.4;454;7.8;-9;23;42;19.9;9.2;6;20.6;9.3;12.6
2015;7;1;103;142.4;446;-1.1;1;23;84;14;9.5;6.9;18.3;9;10.4
2015;7;2;103;142.4;438;-0.6;6;23;61;11.1;10.3;7.5;15.9;9;8.9
2015;7;3;103;142.4;440;3.2;6;17;66;8.9;9.7;7.4;13.2;9.5;8.2
2015;7;4;103;142.4;439;5.6;6;17;79;9;10.5;7.2;10.3;8.4;8.3
2015;7;5;103;142.4;437;5.9;1;17;76;8.5;11.1;6.5;7.8;8.2;10
2015;7;6;103;142.4;461;10.9;7;60;81;17.1;10.9;6.1;16.2;8.9;9.1
2015;7;7;103;142.4;475;-1.2;18;60;137;30.5;15.3;6;29;16.9;7.6
2015;7;8;103;142.4;472;-16;-21;60;360;40.2;21.6;6.5;39;29.2;7.5
2015;7;9;103;142.4;469;-17.4;-66;63;1327;47.7;30.8;16.6;47.9;36;8.9
2015;7;10;103;142.4;475;-15.7;-97;63;1086;55;39.5;30;56.6;37.6;10.4
2015;7;11;103;142.4;461;-4.2;-99;63;1092;64.8;41.4;18.2;64.1;34.7;14.6
2015;7;12;103;142.4;448;-0.6;-93;40;473;65.5;47.9;6.8;64.6;33.9;17.1
2015;7;13;103;142.4;433;3;-93;40;342;70.2;58.9;8.7;67.4;33.6;15.8
2015;7;14;103;142.4;422;5.5;-95;40;245;66.7;46.5;12.8;69;29.9;11.4
2015;7;15;103;142.4;420;7.5;-90;23;263;58;28.5;12.8;65.7;24.5;7
2015;7;16;103;142.4;423;10.5;-80;23;143;54.3;17.7;11.9;58.9;20.1;4.9
2015;7;17;103;142.4;429;13.9;-66;23;128;52.2;15.2;10.8;49.8;15.4;3.7
2015;7;18;103;142.4;448;15.4;-54;20;91;48.7;15.7;10.1;41.5;12.5;4
2015;7;19;103;142.4;448;14;-42;20;51;45.4;15.3;9.3;36;10;6.3
2015;7;20;103;142.4;452;13.5;-38;20;42;37.7;15.2;10;31.6;9.6;7.2
2015;7;21;103;142.4;460;2.3;-32;33;98;29.8;13.6;10.5;27.6;9.6;6.4
2015;7;22;103;142.4;471;-3.5;-43;33;99;25.5;10.6;10.8;27.3;9.6;7.3
2015;7;23;103;142.4;484;-0.4;-45;33;162;22.8;9.8;12.6;26.3;9.9;8.9
2015;8;0;99;152;466;-0.8;-48;37;191;20.6;9.3;12.6;22;8.8;7.1
2015;8;1;99;152;474;4;-52;37;128;18.3;9;10.4;16.3;8.9;6.5
2015;8;2;99;152;486;0.3;-41;37;150;15.9;9;8.9;12.2;9.3;7.6
2015;8;3;99;152;464;-3.4;-41;40;179;13.2;9.5;8.2;10.6;8.7;8.3
2015;8;4;99;152;453;-2.7;-40;40;404;10.3;8.4;8.3;8.7;8.5;8.8
2015;8;5;99;152;453;-0.5;-34;40;299;7.8;8.2;10;7.8;7.9;8.4
2015;8;6;99;152;433;-1.9;-41;27;133;16.2;8.9;9.1;16.6;8.3;7
2015;8;7;99;152;435;1.1;-47;27;107;29;16.9;7.6;30.8;15.3;5
2015;8;8;99;152;457;4.3;-49;27;141;39;29.2;7.5;41.6;24.7;4.4
2015;8;9;99;152;439;-0.5;-49;20;175;47.9;36;8.9;50.2;30.8;8.3
2015;8;10;99;152;453;-0.9;-48;20;165;56.6;37.6;10.4;56;30.3;12
2015;8;11;99;152;466;-1.5;-46;20;215;64.1;34.7;14.6;60.1;27.5;16.2
2015;8;12;99;152;472;1.3;-42;23;294;64.6;33.9;17.1;61;26.2;17.8
2015;8;13;99;152;479;4.3;-36;23;109;67.4;33.6;15.8;61.4;26;15.3
2015;8;14;99;152;469;-2.3;-31;23;75;69;29.9;11.4;63;23.1;10.5
2015;8;15;99;152;479;-0.6;-32;17;318;65.7;24.5;7;60.2;20.7;6.8
2015;8;16;99;152;488;2.5;-36;17;200;58.9;20.1;4.9;52.8;19.9;5
2015;8;17;99;152;479;-0.1;-33;17;212;49.8;15.4;3.7;47;15.9;4.5
2015;8;18;99;152;482;1.6;-30;17;165;41.5;12.5;4;38;10.6;4.9
2015;8;19;99;152;471;0.6;-31;17;75;36;10;6.3;29.7;9.3;5.5
2015;8;20;99;152;494;0.8;-27;17;120;31.6;9.6;7.2;25.7;9.5;4.8
2015;8;21;99;152;489;-1.8;-27;27;212;27.6;9.6;6.4;23.7;9.6;4.2
2015;8;22;99;152;482;-2.9;-31;27;242;27.3;9.6;7.3;24.5;9;4.4
2015;8;23;99;152;486;0.2;-35;27;222;26.3;9.9;8.9;21.5;8.6;6
2015;9;0;111;146.2;478;1.7;-36;20;79;22;8.8;7.1;16.9;7.8;6.8
2015;9;1;111;146.2;474;1.1;-38;20;156;16.3;8.9;6.5;14.7;8.2;7.4
2015;9;2;111;146.2;484;0.6;-36;20;84;12.2;9.3;7.6;13.4;8.8;7.2
2015;9;3;111;146.2;491;0.3;-31;17;86;10.6;8.7;8.3;12.5;8.2;8
2015;9;4;111;146.2;508;4.3;-24;17;79;8.7;8.5;8.8;10;8.3;8.6
2015;9;5;111;146.2;486;0.8;-24;17;70;7.8;7.9;8.4;7.9;8.6;8.1
2015;9;6;111;146.2;476;-0.3;-28;23;113;16.6;8.3;7;16.2;9.5;5.5
2015;9;7;111;146.2;480;-0.7;-30;23;68;30.8;15.3;5;28.7;15.5;4.6
2015;9;8;111;146.2;473;-0.9;-35;23;139;41.6;24.7;4.4;36.9;24.7;6
2015;9;9;111;146.2;483;0;-36;17;184;50.2;30.8;8.3;43.9;31.4;9.9
2015;9;10;111;146.2;472;0.2;-31;17;112;56;30.3;12;53.4;30;14.3
2015;9;11;111;146.2;474;1;-29;17;76;60.1;27.5;16.2;62.6;28.5;18.6
2015;9;12;111;146.2;469;-2.5;-25;20;122;61;26.2;17.8;62.3;27;18.4
2015;9;13;111;146.2;462;-1;-23;20;281;61.4;26;15.3;62.3;26.9;13.9
2015;9;14;111;146.2;446;0.2;-24;20;171;63;23.1;10.5;62.6;29.2;11
2015;9;15;111;146.2;453;-2.2;-21;13;80;60.2;20.7;6.8;61;22.6;8.7
2015;9;16;111;146.2;434;-0.6;-26;13;194;52.8;19.9;5;55.1;19.6;7
2015;9;17;111;146.2;432;-0.6;-28;13;220;47;15.9;4.5;47.2;14.7;7.4
2015;9;18;111;146.2;428;3.3;-28;10;138;38;10.6;4.9;37;10.6;7.2
2015;9;19;111;146.2;420;2.5;-26;10;78;29.7;9.3;5.5;35;9.5;7.4
2015;9;20;111;146.2;417;1.9;-24;10;31;25.7;9.5;4.8;34.6;9.7;6.9
2015;9;21;111;146.2;413;1.2;-21;20;32;23.7;9.6;4.2;26.4;9.4;6.6
2015;9;22;111;146.2;410;-1.7;-18;20;58;24.5;9;4.4;18.5;9.2;6.8
2015;9;23;111;146.2;411;-2.9;-20;20;171;21.5;8.6;6;17.8;10.5;5.8
2015;10;0;106;146.9;406;-1.6;-26;23;172;16.9;7.8;6.8;17.3;10.5;6
2015;10;1;106;146.9;397;1.3;-30;23;64;14.7;8.2;7.4;14;10.6;7.3
2015;10;2;106;146.9;382;-1.8;-23;23;81;13.4;8.8;7.2;12.1;10.6;8.3
2015;10;3;106;146.9;387;-2.2;-19;33;136;12.5;8.2;8;11.6;8.8;9.6
2015;10;4;106;146.9;390;1.6;-17;33;188;10;8.3;8.6;11.2;9.3;8.8
2015;10;5;106;146.9;413;-1.2;-14;33;65;7.9;8.6;8.1;9.4;9.4;7
2015;10;6;106;146.9;410;-2.7;-19;13;100;16.2;9.5;5.5;17;9.5;6
2015;10;7;106;146.9;411;0.6;-21;13;78;28.7;15.5;4.6;27.9;17.4;5.2
2015;10;8;106;146.9;407;-0.1;-23;13;111;36.9;24.7;6;35.3;29.3;8.2
2015;10;9;106;146.9;414;2.6;-24;20;157;43.9;31.4;9.9;43.9;35.4;12.1
2015;10;10;106;146.9;426;-2.5;-22;20;193;53.4;30;14.3;59.3;39.5;14.9
2015;10;11;106;146.9;425;-1.4;-23;20;418;62.6;28.5;18.6;65;39.9;17.7
2015;10;12;106;146.9;416;0.1;-21;23;334;62.3;27;18.4;62.4;35;18.8
2015;10;13;106;146.9;423;-2.3;-14;23;248;62.3;26.9;13.9;62.3;33.9;14.1
2015;10;14;106;146.9;430;-1.5;-11;23;115;62.6;29.2;11;62.1;30;9.9
2015;10;15;106;146.9;444;-2.2;-8;33;262;61;22.6;8.7;61.3;25.6;7.8
2015;10;16;106;146.9;454;-0.1;-10;33;567;55.1;19.6;7;58.1;23.1;6.4
2015;10;17;106;146.9;443;-0.1;-16;33;152;47.2;14.7;7.4;50.1;17.8;5.1
2015;10;18;106;146.9;442;2.6;-16;10;94;37;10.6;7.2;40.1;12.9;4.2
2015;10;19;106;146.9;445;5.3;-14;10;45;35;9.5;7.4;33.5;11.2;4
2015;10;20;106;146.9;451;4.6;-12;10;30;34.6;9.7;6.9;28.6;10.7;6.4
2015;10;21;106;146.9;446;3.2;-12;7;36;26.4;9.4;6.6;26.8;10.6;8.6
2015;10;22;106;146.9;470;5.2;-11;7;34;18.5;9.2;6.8;25.6;10.4;9.3
2015;10;23;106;146.9;494;-1.2;-8;7;42;17.8;10.5;5.8;23.2;11.4;8.3
2015;11;0;122;148.6;492;-0.8;-12;30;92;17.3;10.5;6;18.3;11.3;7.7
2015;11;1;122;148.6;489;-0.6;-16;30;104;14;10.6;7.3;12.5;11.4;6.7
2015;11;2;122;148.6;477;-1.6;-19;30;204;12.1;10.6;8.3;10.5;12.1;6.8
2015;11;3;122;148.6;474;1.9;-18;23;157;11.6;8.8;9.6;10.5;11;5.8
2015;11;4;122;148.6;490;1;-16;23;56;11.2;9.3;8.8;10.5;11;5.9
2015;11;5;122;148.6;513;1.3;-18;23;83;9.4;9.4;7;8.6;11.8;6.3
2015;11;6;122;148.6;545;-3.4;-20;30;276;17;9.5;6;14.8;12.5;6.3
2015;11;7;122;148.6;602;-4.3;-21;30;313;27.9;17.4;5.2;26.7;18.8;5.8
2015;11;8;122;148.6;540;0.3;-29;30;391;35.3;29.3;8.2;37.3;28.3;6.9
2015;11;9;122;148.6;517;2.2;-29;20;151;43.9;35.4;12.1;47.4;33.3;8.7
2015;11;10;122;148.6;503;-0.5;-24;20;281;59.3;39.5;14.9;55.5;34;12.1
2015;11;11;122;148.6;475;-0.7;-26;20;363;65;39.9;17.7;60.4;31.4;16.9
2015;11;12;122;148.6;466;-1.8;-29;23;239;62.4;35;18.8;60.2;30.1;18.9
2015;11;13;122;148.6;489;-0.7;-30;23;216;62.3;33.9;14.1;60.3;32.7;16.3
2015;11;14;122;148.6;487;0.4;-27;23;252;62.1;30;9.9;60.9;34.1;10.9
2015;11;15;122;148.6;482;1.1;-21;10;216;61.3;25.6;7.8;58.3;30.4;8.8
2015;11;16;122;148.6;468;0.2;-21;10;197;58.1;23.1;6.4;56.9;26.1;6.9
2015;11;17;122;148.6;458;0.9;-23;10;98;50.1;17.8;5.1;51;19.9;5.8
2015;11;18;122;148.6;450;0.3;-21;20;68;40.1;12.9;4.2;39;13.1;5.7
2015;11;19;122;148.6;447;0.1;-18;20;106;33.5;11.2;4;33.4;11.3;7
2015;11;20;122;148.6;445;-1.4;-14;20;139;28.6;10.7;6.4;28;10.8;8.7
2015;11;21;122;148.6;421;1.6;-21;27;276;26.8;10.6;8.6;25.6;11;9.1
2015;11;22;122;148.6;428;1.3;-22;27;74;25.6;10.4;9.3;28.9;11.2;10.3
2015;11;23;122;148.6;416;0.5;-19;27;43;23.2;11.4;8.3;25.5;11.9;9.7
2015;12;0;124;153.4;426;3.4;-20;3;40;18.3;11.3;7.7;20.1;11.4;9
2015;12;1;124;153.4;443;1.6;-17;3;44;12.5;11.4;6.7;15.2;11.4;7.1
2015;12;2;124;153.4;456;0.8;-17;3;47;10.5;12.1;6.8;13;11.5;7
2015;12;3;124;153.4;429;3.9;-16;13;30;10.5;11;5.8;12;10.6;8
2015;12;4;124;153.4;427;1.1;-11;13;30;10.5;11;5.9;10.4;11.7;9.5
2015;12;5;124;153.4;441;1.2;-10;13;67;8.6;11.8;6.3;7.7;12.2;9.6
2015;12;6;124;153.4;458;-3.1;-13;13;78;14.8;12.5;6.3;15;12;8.1
2015;12;7;124;153.4;433;1.4;-11;13;44;26.7;18.8;5.8;28.5;19.2;6.1
2015;12;8;124;153.4;433;3.2;-11;13;32;37.3;28.3;6.9;39.6;28.3;6.1
2015;12;9;124;153.4;432;0.2;-14;17;45;47.4;33.3;8.7;47.6;33;9.3
2015;12;10;124;153.4;435;-3.1;-17;17;71;55.5;34;12.1;55.5;33.8;13.5
2015;12;11;124;153.4;420;0.1;-26;17;220;60.4;31.4;16.9;58.6;32.8;17.3
2015;12;12;124;153.4;459;-3;-30;27;528;60.2;30.1;18.9;53.6;33.3;18.8
2015;12;13;124;153.4;445;0.3;-30;27;369;60.3;32.7;16.3;54.2;35.7;16.2
2015;12;14;124;153.4;436;-1.1;-28;27;210;60.9;34.1;10.9;57.8;34.1;11.1
2015;12;15;124;153.4;436;0.6;-26;23;188;58.3;30.4;8.8;57.2;28.9;8.5
2015;12;16;124;153.4;416;-0.8;-21;23;354;56.9;26.1;6.9;55.6;25.9;6.5
2015;12;17;124;153.4;410;0.1;-21;23;236;51;19.9;5.8;48.1;21.1;7.5
2015;12;18;124;153.4;432;-1.5;-19;23;151;39;13.1;5.7;36;13.6;7.6
2015;12;19;124;153.4;440;-2.4;-20;23;147;33.4;11.3;7;29.3;11.7;6.9
2015;12;20;124;153.4;436;0.6;-20;23;92;28;10.8;8.7;25.9;11.1;7.5
2015;12;21;124;153.4;410;-1.9;-18;20;75;25.6;11;9.1;25.6;11.1;7.8
